text,label
"@lawyerberlin @Peaches1804 Hat ja irgendwie, was vom Vierten Reich. Die Grünen leiten dies alles, wie Hitler damals.",offensive
RT @tschemal: Deutsche K-Pop https://t.co/lbSBgGUBjl,none
Gabriel V. 🖤 https://t.co/apynLAt21z,none
"@DaniEngel6 @HeikoMaas @BILD ""Bethäuser"" für Kirchen ist brutal ! 😀",none
@Grolmori 👀 ist er Single? Hört sich nach meinem Traum-Mann an! 😍,none
@ZDFheute “Nazi Schlampe“ hat mal wieder gestampft?,none
"RT @SirSchnee: #Terror in #Lyon: Algerier legt ein Geständnis ab.

Vor einigen Jahren wäre eine mit Nägeln versehene Bombe in der Fußgänger…",none
"RT @baerbeli04: @DaniEngel6 Das Einnisten in unsere Sozialsysteme wollen die Grünen zum Menschenrecht erklären.  Steuern und Sozialabgaben,…",none
hbsche frauen nackt nackte gefesselte frauen cartoon tube gratis https://t.co/QlgggCFC4k,profanity
"RT @ralph_bremer: Ich wähle #PIRATEN 
Die sind ehrlich und Grün und Freiheitlich  !
Oder nehmt die Linken, die werden nicht schwarz 
Mit de…",none
@Jasmin_Pur @Mr_Empty_hier @KM_Baehnk hört hört! 😏,none
Neueste Videos :  18.05.2019 von BouncyTitAction -&gt; Arsch versohlen in Fishnets https://t.co/bzbpPlIsgw,profanity
"@janboehm Wenn man den Tenhagen von @SPIEGELONLINE fragt, dann reicht es schon aus, den Stromanbieter zu wechseln.… https://t.co/x3sSBK7zad",none
"@ZDFheute Man stelle sich vor, ein Afghane wäre durch Deutsche nach Tritten auf den Kopf  gestorben. Das Strafmaß w… https://t.co/WGjZt82txB",none
RT @fabianphx: @GaziGhost Kimmichs assist &gt;,none
Fazos &gt; Shell Tops,none
"RT @ndaktuell: Es darf es nicht sein, dass #Flüchtlinge miserabel bezahlt und dazu missbraucht werden, Löhne zu drücken. https://t.co/SZThr…",none
"Haben Sie eine Minute, um Jens Merkel zu helfen? https://t.co/PUfu0HBU5D",none
Deutsche Grey‘s Anatomy https://t.co/os4nMsQyy9,none
Die IT-Woche: inside_it -&gt; https://t.co/XkboJ1AThz,none
@bbabyaleyna @aceofmrtz @NamelstProgramm @lassmichbitteee halt die fresse,profanity
Bb hurensohn game Jeder spast ist nur am wkeyen Alter was soll das https://t.co/kzbJmvb0Of,profanity
"@hanvoi Es wird Zeit, dass Plauen unter Bundesaufsicht gestellt wird. Dann kann mit dem braunen Pack mal aufgeräumt werden!",hateful
"Gleichberechtigung bei der Wahl: ""Klasse, dass wir nicht mehr für dumm gehalten werden"" https://t.co/WsxKj4JeHd",none
"Die tritt freiwillig nicht zurück,
die muss man raus tragen wie Merkel &amp; Co",none
Das sind Politiker! https://t.co/oPFYLr3jHx,none
"@tony_pip Es kommt immer wieder vor. Aber die Konnotation in Medien war ""Nazi-Treffen"" - das war den Linken Hetzern… https://t.co/LoqG2cWKzB",hateful
"RT @ruketsueki: Kanacke: du hurensohn fuck nicht ab 

Typ: bist du nicht der kleine bruder....

Kanacke: bruder war spaß wie gehts alles gu…",profanity
@MadIceGG Dein engstirniger Eurozentrismus ist zum kotzen.Europa hatte ein Dunkles Mittelalter. Der Islam zu der Ze… https://t.co/SlMBuqnlvn,none
Das MTG Arena Event ist einfach nur fürn Arsch.,none
@BilBuHa_iR Warum färbt Frau Roht sich nicht schwarz und trägt ein Kopftuch???,none
"@verpeilteTomate Das schaff ich mit meinem Auto. Da hab ich jetzt so viel Scheiß rausgeräumt, das wiegt jetzt nix m… https://t.co/Qdg9ucmGIQ",none
Einfach nur: #GehtWaehlen!,none
"RT @DerRiccardo: Das muss so eine Art „Sport“ bei der #Linken in Brandenburg sein. #GehtWaehlen #Brandenburg 

https://t.co/NqcSRM9f5T",none
RT @der_klauer: @tacoskrt68 @shahbabrarya Is nie im leben deins du hurensohn,profanity
RT @welt: CDU-Debatte nach Rezo-Video: Jetzt mischt sich Merkel ein https://t.co/BHUddmNbgL https://t.co/neMZy9XvAI,none
"RT @Sir_Schnee: Ein Wähler* der #Grünen auf dem Weg zur #Europawahl2019 ? 🤣

#NoGrüne #NoEu
 https://t.co/aTY1jYaaCc",none
Einfach nijazi dieser typ der im flixbus sich einen runtergeholt hat,none
"RT @LeoBietton: @Hartes_Geld Früher waren alle, die dem Führer folgten Nazis. Heute sind alle Nazis die der Führerin nicht folgen wollen.",offensive
"Waren das noch Zeiten, als wir richtige Bahnhofbuffets hatten! Jetzt ist in Solothurn ab 20h tote Hose... Deutsche… https://t.co/ByfKOUYMxW",none
"RT @Ungebeten1: Und Zöpfe, du Vollpfosten!
Dicke, fette, völkische Zöpfe, du Intelligenzallergiker!
Jetzt habe ich mich geoutet.
Ist denn v…",offensive
"@CASPERxOFFICIAL ist ab jetzt nicht nur Emorapper, sondern linksextremer Emorapper ☝️
#WirSindMehr",none
Scheiß Dürre. https://t.co/A7Vm9vWxMk,none
"Ficken versaut sex porno blasen. Dicke geile frauen, kostenlose deutsche porno korsett. https://t.co/w0FmL6Gimv",profanity
purnu gratis deutsch porno wnsche www kostenlose erotik geile arsch fick https://t.co/Oxk6sqTRWr,none
"LED Arbeitsscheinwerfer LY8012 12V 24V eckig schwarz 
 34.99 EUR 
 new 
 Lampen &gt; LED Beleuchtung &gt; Arbeitsscheinwe… https://t.co/UGEAWH6L6L",none
Merkel zockt das deutsche Volk ab https://t.co/EqG8zok6E8 via @wordpressdotcom,none
"Sex emma starr blanke fötzchen aleska diamond, fett weiber dessous schwarz erotische geile frauen. https://t.co/M74Mqrir72",profanity
"RT @VzVhdS_deutsch: ""Bin Nationalromantiker"" – das ""I didn't inhale"" der Rechtsextremen und Nazis.",none
"@zeitonline Ja er hat sich genug unbeliebt gemacht.

Und noch was Islam gehört zu Deutschland! https://t.co/s4fhBvSmoz",none
"@HeikoMaas NICHT VERGESSEN
daß SOZIS &amp; MERKEL  bedingungslose Willkommenpolitik woll(t)en u. praktizier(t)en.
https://t.co/fHzHEOjsTV",none
@tagesschau Dummes Propagandageschwafel.,offensive
"RT @Europarl_DE: Die Zeit läuft! ⏰ Vergiss nicht, dich als Expat ins deutsche Wählerverzeichnis für die Europawahl 🇪🇺 einzutragen!",none
"Mpse frauen, xxx in deutsch. Fette frauen de, videis pirno gratis! https://t.co/VC87eAtwUq",profanity
@OzraeliAvi Because Merkel told Zuckerberg🙄,none
@bineuerboss @shoutoutxobella Würde Arsch geben,profanity
@mjungclaus GRÜNE = Umweltschänder https://t.co/Dj8ZLmXtMP und 2.#Beweis der #Grünen-#SPD Klimaschutz-#Lüge:… https://t.co/eV1E1PLq0F,hateful
vallah billah ich bin nicht so eine 2 minuten später postet sie bild wo sie arsch für likes präsentiert hahaha,profanity
@BILD CDU lebt hinter dem Mond! Aber von Zukunft dumm daherreden! Die Original-Populisten!,none
@OnryouYuurei Ich hatte es grade auch im Kopf 🙈🙈🙈,none
"RT @HolDuDieLadio: Sie soll es der Merkel und GroKo sagen..... da sitzen die Lobbyisten der Autobauer, die das ganze System manipulieren...…",none
"RT @SM100d: Deutsche Demokratie Deutschland 2019 

https://t.co/ul8HQ9obZL",none
"@HeikoMaas @SawsanChebli Das A....Loch meldet sich zu Wort, der die ZENSIERUNG der Medien eingeleitet hat. Abartiger Lügner",offensive
@ZDFheute Deutsche Neider und ihre Komplexe mit der Türkei...,none
@aryeshalicar @SPIEGELONLINE Das hat System! Die meisten (linken)  Regierungen  unterstützen ideel und finanziell P… https://t.co/WRqM6zijx4,hateful
"Merkel und ihre Günstlinge, die diese Verbrecher zu Hauf zu uns einladen, müssen für jedes dieser Opfer zur Rechens… https://t.co/h4RRsh3EDj",hateful
in 🇱🇻 ballern jetzt einfach alle alle pointen raus wo irgendwie gibt https://t.co/vC93rfQ37Z,none
"@Moewennase Es gibt nichts, was man mit einem scharfen Skalpell nicht verunstalten könnte. 😎😇

Halt mal kurz still.... 🔪",none
@LuuucaBy Nicht eher 'Schon' ?,none
RT @tagesschau: Von Qualzucht sprechen Tiermediziner und Wissenschaftler. #Milchkühe in Deutschland sind auf maximalen Ertrag getrimmt und…,none
@JezAbiii Fuck mich nicht ab einfach heute nicht,none
@MichaeLaGrasser War entspannter . Schon eher Feierabend bekommen 😅👍😊🌞☕☕☕,none
@Ralf_Stegner Und warum mischt sich die dicke Nahles in die Innenpolitik eines souveränen Landes ein? Deutsche Poli… https://t.co/mHnuudpVRt,offensive
RT @Glubb_Fan: Geiler Scheiß #MASCHINIA2024 #fcn #Mathenia,profanity
"RT @Kranzschwinger: Wer erinnert sich nicht an die Türkinnen und Araberinnen, die ab 1945 Deutschland wieder aufbauten. Die erste deutsche…",none
@Nora50Moya Dieses Bild ist einfach nur widerlich!Da sieht man mal was diese Frau so alles für Ihre Karriere macht!… https://t.co/c6dnFoTxgo,none
@SoziaI 90% der Frauen sagen das... stimmt halt nur nicht 😂,none
@rantingronja Eure scheiß Witze über Agumon lasse ich so nicht durchgehen!,profanity
@KrahMax ...für dumm genug.🤣😎,none
"Es ist schon bemerkenswert, wie der Vaterlandsverräter Strache unter seinem ""Jetzt erst recht""-Post von den ganzen… https://t.co/U3Bdp5Yjyf",none
"Checkt den mal ab hat aufjedenfall Potenzial!

https://t.co/X8DvevBQRE",none
Hahah ich kann jz zum Wahlbüro laufen weil ich zu meinem Vater gesagt hab dass er dumm ist,none
@welt_empfaenger @Weltspiegel_ARD @tagesschau Du Rassist.,none
pelixulas porno gratis bokep gratis info deutsche porno stars frauen kostenlose porno download https://t.co/xnvua7ZDGL,profanity
@CamilleLotheZH Nur werden die linken Medien diese nicht führen wollen.,none
Lak warum gönnst du nicht du hurensohn 😔😔🥺,offensive
@MuratSerin69 @yooli_derechte Scheiß Kanacke!,offensive
"@That_Deli Ich finds kinda dumm deutschrap so zu verallgemeinern. Es gibt so viele verscheiede Arten, aber es sind… https://t.co/zrSTPQIhhY",none
was für ein geiler Arsch klar will ich den Ficken herkommen,profanity
Bei einem gewagten Abstoß passt Rummenigge kurz vor der 50. Minute die Pille ins mittlere Feld zu Gauland der das D… https://t.co/fegfou0wMS,none
@stromkasteriks Hauptsache es wird arsch geschlemmert,profanity
kafeel ---&gt; kafeer ---&gt; kafir,none
@mitzat Halt dein Maul.,offensive
"RT @BlackboxVS: Wenn die Leichtmatrosen bei der Wasserschutzpolizei angestrengt aufs Wasser schauen, machen die Nazis Landgewinne. https://…",none
"RT @bigfrager: Barley sollte sich erst mal die Prozentzahl der Übergriffe auf Juden ansehen!
Ca. 80 % werden von Moslems gemacht.
Ist das s…",none
@SawsanChebli Passen Sie auf die Leute die sie nicht mögen als Nazi zu bezeichnen. Hoffentlich zeigt sie jemand an.… https://t.co/PbHhAjh3x3,none
"Ich hab mal mega liebevoll zu meiner Mum gesagt, dass ich mir wünsche, genug Geld zu verdienen, sodass ich ihr neue… https://t.co/j6QK7aFEYU",none
"RT @ArasBacho: AfD-Wähler: "" Wir sind keine Nazis""

Fühlen sich aber bei #NazisRaus angesprochen, und verharmlosen Nazis. 

 Nie wieder Nat…",none
"@ak_hipp @regsprecher 70y #Grundgesetz. #Juhuu.
(Germany ist am Arsch, merkt Iht das nicht???)",none
@lonelyUmut Stimmt schon eigentlich,none
"RT @ironicguerreiro: Brandt -&gt; Dortmund €25m 
Demirbay -&gt; Leverkusen €28m https://t.co/O10q90tRX4",none
Flüge nach Manila (Philippinen) hin und zurück von München (September - Oktober) ab 387€ https://t.co/YPpK3ttebf,none
RT @GolinehAtai: Erinnert mich an Merkels allererste Kennzeichnung der #FridaysForFuture Bewegung als „asymmetrische Kriegsführung“.  Solch…,none
Zurück ins Jugendzimmer https://t.co/BtBtk4z5qr,none
Als satiriker war er mal interessant. Als politiker wirkt er nur noch dumm. Schuster bleib bei deinen leisten. Furc… https://t.co/hVjZcw0qN1,none
RT @Karl_Lauterbach: Kinder in den Konflikt mit ihren Eltern zu zwingen ist unehrenhaft. Die Kinder machen mit dem Kopftuch kein politische…,none
"@RikeRaven @Volksverpetzer Das könnte man manchen hier an den Kopf hauen und die würden einen noch angrinsen und sagen ""Stimmt und gerne""",none
"Der deutsche Bildungs-Skandal: ""Deutschland verdummt, Lehrer tragen Maulkorb"" https://t.co/sOxyAGTWcO via @China_Welt_News",none
Hab heute Bundesjugendspiele. Der dämlichste Scheiß meiner Schullaufbahn.,profanity
@lowcarbrudi @sehrtrocken DU DRECKIGER HURENSOHN ICH NEHM DIR DEINEN JOB UND DEINE FRAU MIT MEINEM MEHIKANER PIMMEL… https://t.co/NaohMcdsqf,offensive
"@DieHumanisten @sixtus @dieLinke @Attacd Hört einfach auf, es wird nicht besser.",none
"RT @ranzmann: #Direktflug
Merkels #Fachkräfte und Sofort-und #Dauerrentner
bei Anreise an die deutsche Geldbörse https://t.co/PtZk1o4tSY",none
@zerbrxsler @GPRealomon @ZDFheute @ARDde @ZDF Haben Sie eigentlich schon mal an fachkundige Hilfe ihres Psychiaters gedacht???,hateful
geile indische frauen cognata porno gratis porno mit deutscher ttowierten deutsche mutter hd https://t.co/r9u3Ud05km,none
"@Deanfan123Urban Man kann die Hashtags ja auch einfach muten.. aber so? 
Glaube manche Leute haben einfach zu viel Zeit",none
"RT @Moormoewe: Es gibt ja so Frauen, deren Make Up sitzt auch morgens um drei nach dem Kotzen im Club noch absolut perfekt.

Und dann gibt…",none
"RT @peppermind: @DerSPIEGEL #Relotiuspresse, halt die Fresse! 

#Relotiuspresse, halt die Fresse! 

#Relotiuspresse, halt die Fresse! 

#Re…",offensive
Kann mein Kater aufhören mir seinen Arsch ins Gesicht zu strecken? :((,profanity
@badrepuwhy SAME EINFACH 😭😭😂😂😂,none
"Kosummoralisten, Heuchler und Faschisten!
Kosummoralisten, Heuchler und Faschisten!
Kosummoralisten, Heuchler und F… https://t.co/yoZi1gatlF",none
"https://t.co/JQvlVLegh7
Grundrente für jeden ,

Auch für faulenzer, Flüchtlinge und Asylanten .

Weswegen Arbeiten wir eigentlich noch??
.",hateful
RT @BoserEr: @maxotte_says Merkel muss weg.,none
@DieTagespost Die deutsche (National-)Kirche IST eine Glückskeks-Fabrik!,none
"Wie man einfach an den Titeln vom neuen HWSQ-Video schon erkennt, dass alle wieder @Gronkh hassen werden.",none
heimlich ficken deutsche blondine fickt frauen virgin https://t.co/kjS22CZwrr,profanity
"@Batu_0699 @Kippo2o Digga ich hab die ganze Zeit, nicht einmal Hurensohn zu dir gesagt, weil ein Mann sowas nicht t… https://t.co/xhU7dx6kQA",profanity
Wtf. Lange nicht mehr so etwas dummes von Nintendo gehört.,none
"RT @bimbas_world: Warum fragt denn die Bild so blöd, warum Merkel schweigt zum Wahl-Desaster? 

Die Chefin der CDU ist AKK, nicht Merkel.",none
"RT @ZDF: Zwar wird immer mehr Geld ins #Pflegesystem gepumpt, doch die Berichte über Missstände in den Heimen ebben nicht ab. Wie kann das…",none
"@HeikoMaas @SawsanChebli Naja, hat eben bei einer Sozialistin angeschlagen...

Wenn schon Filter, dann für alle Faschisten😂",none
"RT @Korallenherz: 13:38 So, auch ich habe den Startpunkt der Nazis erreicht. Aktuell erst 50 Nazis versammelt. #du0105 https://t.co/I1wGKGL…",none
"RT @uedio: Dass Sigmar Gabriel als Bundestagsabgeordneter eine Art Kolumne in mehreren Tageszeitungen hat, für die er auch noch mit einem H…",none
"#Merkel bekommt Ehrendoktor. #Harvard Aber es ist ja nicht so, dass #Trump leer ausgegangen ist: https://t.co/RuUDcBIyEk",none
Diese scheiß Ultras....,hateful
Ich sollte echt mal was essen.,none
Du meine Güte @digitec_de! Ich habe doch schon mehr als genug iPads! Bringt mich nicht auf dumme Ideen 😂😂😂 https://t.co/J57pCpstrE,none
@KaiserTrajan87 ist einfach nicht mehr so meins °^°,none
@EinGereusch @bbyfrkmcgzx @grknzrstrr ja naja ich zock halt gerne auch mal :D und linux ist da mittlerweile echt am… https://t.co/doRHKl4yHH,none
"@reitschuster Sind halt empfindliche Idioten, die schon Widerspruch zur eigenen Meinung als so schlimm empfinden, d… https://t.co/ddtiPqm2PE",none
"RT @Herzblutbluete: Rock'n'Roll im Kopf
Punk im Herzen
Blues in der Seele
Samba im Arsch
Ich bin Musik.",none
"RT @EnricoTokarEU: Mich ekelt dieses Nazispack einfach nur an. Es ist eine Schande, dass diese Faschisten in unserem Land wieder derartig a…",hateful
62% scheiße was soll denn das,profanity
"Rohstoffbrief: #Fresnillo, der größte #Silberproduzent der Welt, lieferte schwache Q1-Zahlen ab. Die Analysten glau… https://t.co/lJhysxdV81",none
@HSV @SCPaderborn07 Titz zurück!!!,none
"@_keentech_ Kopf hoch das wird schon,",none
"RT @GodCoder: @MalteKaufmann @MartinHolubek3 @HeikoMaas @SawsanChebli Heil leise, Fascho. Dein Game war schon 1945 over.",offensive
@ImmerGeil82 Was ein geiler Arsch 😍,profanity
@lehrbuda @EDreisvogt @moritur_et_ride @PIRATEN_Saar @rezomusik Es ist einfach aus der Ferne so etwas rauszuhauen u… https://t.co/4ZpqDryNdk,none
"@ADHS_Roman @Priiizzyy Du hurensohn. Ich sag dir jetzt mal was du hurensohn
Ich hab deine Mutter gefickt du hurenso… https://t.co/GazYnTwKUH",profanity
"@jeonpokpok hEnLoOOoo oOmF h3h3 :""&gt;",none
@derpsichologe @Burhan____ diggi du denkst mehr an fasten als alle moslems hier zusammen was los,none
"@tagesschau Eine widerliche Verlogenheit des Herren Herrmann! Man kann zwar #Kippa tragen, aber wenn die Kameras au… https://t.co/5lT4p3aUnB",none
@MzudemOffiziell Willkommen zurück??,none
"@KevinNeuwirth über wen man keine Witze mehr machen darf, der ist wirklich am Arsch",none
Ich würde uns so hassen wenn ich mit uns im Abteil sitzen würde,none
@csu_bt Was soll der Scheiss?,none
"RT @InDampf: @NanuNan32440900 @Chinationalist9 Diebe = Hände ab, Scheidung/ Fremdgehen = Steinigung, Hassrede gegen Islam = Köpfen, Homosex…",none
@davescustomxxx @HeideeNytes @BellaInksClips Das ist ja mal geil wie sie dir dein geilen arsch versohlt,profanity
"@WELTnews Die Merkel soll ""Flinten-Uschi"" rausschmeissen, dann wird alles wieder vernünftig geregelt!!",none
"@welt Eine deutsche Frau, die von einem für sie traumatisch empfundenen Erlebnis berichtet. Was will man mit solchen Nachrichten bezwecken?",none
"Ich hab die Fahrschule letzte Zeit echt vernachlässigt (hatte aber den Kopf auch mit anderem voll) 

Also gehts heu… https://t.co/GwaAdsSXGV",none
"@tagesschau Meine Fresse, was für ein Theater",profanity
"Frau Merkel, handeln Sie! https://t.co/lv959vDff5",none
"@Museumsdoerfer @SPIEGELONLINE Natürlich wird Merkel den kleinen Weber fallenlassen wie eine heiße Kartoffel, sobal… https://t.co/YOVvhCUprQ",offensive
RT @sensusnoctis: @lostboislim fass an ihr arsch und du drippst,profanity
"RT @LoveBeatsHB: Aber die Linken mimimimi !!!1!!!

#AfD #noAfD #NazisRaus #FCKAFD https://t.co/OssMdaaucG",hateful
@franz_salzmann @tagesschau Als Minister benötigt man halt noch nicht mal einen Schulabschluss und Ahnung von dem A… https://t.co/AqXiFaIAqD,none
"Wenn Politiker Politik für den Arsch machen
https://t.co/ZJ9Z9Rnopw https://t.co/EJAPKYaAtl",hateful
Daniel+Kermit &gt; Red+Andy,none
@DerTheooo Aber Torwart auf offchem ist auch scheisse,profanity
@Rockstarleben Es ist schon viel besser als früher 😅☝️,none
"RT @Linksfunk: @RosamWolfgang Jener Politiker der dieses Chaos wesentlich mitverursacht hat, soll jetzt auch noch mit einer ÖVP Alleinregie…",none
@lola_barista okaaaay ich trau mich das jetzt einfach mal :D https://t.co/I5nYbS4Fjw,none
"@ThcAltan du bist ein fauler sack, zieh es doch einfach durch",offensive
"😍🔥 Extrem alte Oma Moni zeigt hift ihrem Stief Enkel mit ersten Arsch Fick 😘👌

https://t.co/eoDHsFHI4o

#NSFW #RT… https://t.co/F1pZMSbFX8",profanity
RT @K_Wehnemann: @Thomas_Bareiss Und deswegen haben die Grünen sich verdoppelt? Weil die Leute gegen CO2-Steuer sind?,none
"Erst wenn der Mensch seine eigene Scheiße fressen muss, passiert was. Mich macht die derzeitige (nicht erst seit ge… https://t.co/qJTwbLjJr5",profanity
Deutsche plata o plomo https://t.co/n6hNyUjYOR,none
RT @banana_fishxx: Angel Gabriel✨ https://t.co/BxoBej7PIc,none
Frankfurt-Helden versteigern ihre getragenen und signierten Europa League-Trikots für die Deutsche Sporthilfe / Die… https://t.co/kx1nhPJHmY,none
Die @Tagesschau hat die Endphase das Wahlkampfs eröffnet.,none
@EthopianM Zu geiler arsch,profanity
@kaufmannskrimis Absolut. Dieses kleinbürgerliche Imponiergehabe. Es ist so einfach.,none
@yooli_derechte @triplepsn @MontanaBlack Lösch dich Hurensohn!,profanity
@HeikoMaas Naja mit linken hatten wir auch schon Pech #Honecker,none
Mussolini einfach unhatebar,profanity
"RT @OnkommD: Hey ihr people vom #abi2019 - wisst ihr schon genau, wie euer Leben nach dem Abi jetzt weitergeht? Haut mal raus https://t.co/…",none
"RT @oxensepp: @katjakipping Also Katja, ich wäre eher dafür, erstmal die Linke, genauer gesagt die SED zu enteignen. Wo habt ihr denn die K…",none
"RT @MWinteron: So, wie die Merkel - Regierung, incl. des größten Teils der sog. Opposition, Deutschland in die Scheiße geritten hat, müßte…",hateful
OTS: KfW / KfW-ifo-Mittelstandsbarometer: Mittelständisches Geschäftsklima ... #tradesfeed -&gt; https://t.co/RWqfcilvbP,none
Totale Unterwerfung – Dahlia Sky wird von einem Fremden in den Arsch gefickt! – Grobe Rollenspiele Fantasy Sex mit… https://t.co/YTOJ1GgsPI,profanity
"@Domtendo Diesen Scheiß fixen

https://t.co/IN8JU2Ww5j",none
Die haben arsenal halt einfach gebummst,profanity
"Ach du Scheisse, wie peinlich! Hätte sie mal die Haare zusammen gebunden, dann würde sie was sehen🙄 #dasperfektedinner",none
"RT @LukasDerRapper: Ich bin einfach mal im Intro bei Gewitter im Kopf 

NICE 💚💚

https://t.co/DjANWb7Dyk",none
Benjamin Schulz -  https://t.co/PkoQhBOaZy,none
"Jessd sssollte Frau Tssservakis doch mal nach ihrer Sstzunge sssehen lassen.
Das tststss wird ja immer schlimmer .… https://t.co/ypv4q1sNoM",none
RT @nutellaflxke: liebeskummer ist so eine dumme drecksscheiße ich hab‘ so keine lust mehr,profanity
"@AliCologne @gamergateblogde Islam ist ein Krebsgeschwür, das sich mithilfe der linken Politiker in Deutschland ausbreitet.",hateful
RT @RealSHIRA: Grüne Heuchler https://t.co/OEUUxedlRM,hateful
"RT @_Naschkatze86_: Paradoxe deutsche Wörter : 

- Gefrierbrand 
- Holzeisenbahn 
- Wahlpflichtfach 
- Doppelhaushälfe 
- Selbsthilfegruppe",none
@cem_oezdemir @ConstSchreiber Grüne Ökonazis raus,hateful
"@IonBlackOut @NomadeX2 @SawsanChebli Sie ist einfach blond, das ist alles!",offensive
Manchen Leuten haben sie echt heftig ins Hirn geschissen (P. H. Allee) https://t.co/faMRdIqWij,profanity
"RT @AngelaUlrichrbb: Wir müssen schneller werden gegen die Terroristen, sagt #Merkel bei Treffen mit #G5Sahel-Präsidenten. #BurkinaFaso. Mo…",none
"Hab mich jetzt auch als Trombozytenspender eintragen lassen!
Bald hat die ganze Welt Bazi-DNA °^°",none
@Miiiaa_C Schöner arsch,profanity
"RT @Lu41598225: #frontal21 Es ist unglaublich, dass das Kopftuch, das ein eindeutiges Unterdrückungsmerkmal von Frauen darstellt, bei einem…",none
@timolammert Keine Tribüne -&gt; kein Ground 🤷🏻‍♂️,none
@biermitdir Gamescom einfach für die ganzen anime jungfrauen,none
@SPORT1_Dopa @SPORT1 Es fehlt einfach ein Tuchel oder ein Nagelsmann dann schneiß den Aki raus irgendwie ist er auch nicht mehr der richtige,none
die burger sehen aus wie ein göt und ich krieg dieses bild nichtmehr aus meinem kopf,none
@Schimpf_Bot Schnauze du Hurensohn amk,profanity
asiaticas peludas gratis deutsche 18 porno deutsche porno f porno gratis abspritzen https://t.co/vYle3Pa2Ll,none
RT @l_sauerwald: Man könnte sich auch über die Wahlergebnisse von Nazis echauffieren. Aber was weiß ich schon. #Europawahl2019 https://t.co…,none
RT @DrDavidBerger: Deutsche in der Minderheit an deutschen Schulen – Ministerin hilflos https://t.co/5nzX39B27a via @DrDavidBerger,none
Rekomen username &gt; @cigsafterimsak.,none
"RT @FatalityBaerlis: @fladdermues @Fern_Schreiber @tibhubay Nanu? Noch kein Linker oder Antifant vorstellig gewesen, der panisch auf der Ta…",none
Hört ihr das HA!!!! ?😂,none
@_fakuum Die ist dumm das könnte ein Grund sein,none
"Ist eigentlich Frau Merkel noch im Amt? 🤔

#EUWahl2019",none
Linke Aktivisten - die geduldeten Verbrecher https://t.co/Cpq8VT9qR9,hateful
"@Die_Gruenen Jetzt müssten die Grünen Politiker nurnoch zu ihren ursprünglichen Grundwerten zurückkehren, dann wäre… https://t.co/cEB3luyLlq",none
"Was geht ab ihr Pisser, warum interagiert man mit mir, wenn man Stress sucht aber jeden anderen scheiß den ich poste, wird gekonnt ignoriert",profanity
Meine scheiß MANDELN JUNGE,none
"RT @GioRap90: noch nie in meinem Leben herrentag mit Alkohol zelebriert, bin doch kein hurensohn",none
schwarze deutsche frauen porno haarige geile omas geile omavotze putas peruanas gratis https://t.co/iz55Vq6sNJ,profanity
"RT @ZDFheute: Klimaforscher Ottmar Edenhofer vom @PIK_Klima fordert, Deutschland müsse seine #CO2-Emissionen in den Griff bekommen. https:/…",none
RT @tagesschau: Wahl in Istanbul: Imamoglu - ein Konkurrent für Erdogan https://t.co/XGEwan73NV #Türkei #Imamoglu,none
@tagesschau Der käme ja in die DDR!,none
@Pavle_HD @ToasterMatthi Am Arsch der Welt ist noch geiler. Da muss man fast keine Menschen sehen.,none
@DieserButzi @wineslvt halt die fresse,profanity
"@Zaubermaus57 Kopf hoch, das wird schon 👍❤️🍀🌷!",none
"Imam warnt den Westen: „Hört auf uns. Wir gemäßigten Moslems können Euch bald nicht mehr helfen“

https://t.co/LuGGNvU3kA",none
@ofdarkhumor Mal den teufel nicht an die wand 😂,none
"@talita_kum76 Man ist nur so lange dumm, bis man merkt, dass die anderen auch nicht schlauer sind.",none
"@OStirboeck ...wie ist es eigentlich mit den Linken, Grünen und Sozialen Populisten, die enteignen, einschränken und ""regulieren"" wollen?",none
"RT @realHerrSammy: 🔔 MK-HOSTING ---&gt; V E R L O S U N G 🔔

🎁 1x #ROOTSERVER
🎁 2 Kerne, 3 GB RAM, 50 GB HDD Festplatten Speicher
🎁 LAUFZEIT:…",none
"RT @MarleneSchfer1: In der Hölle sorgen die Linken für die Ordnung, vegane Grüne für die Küche und Merkel für den Humor. Der Satan selbst i…",hateful
RT @DominaKristin: Die #Erziehung einer #Zofe im #Nylonkittel mit Schlägen auf den nackten Arsch bewirkt erstaunliche #Wunder. #Brav wie ei…,profanity
"RT @l800mph: Deutsche Flagged Trump, Kushner for Money Laundering: Report https://t.co/bA76a793lm",none
"RT @BStarkimarm: Putzig, wenn sich Leute echauffieren, daß @DiePARTEI gewählt wird.

DANN MACHT SIE HALT ÜBERFLÜSSIG, INDEM IHR NICHT MEHR…",none
"RT @Ungebeten1: Der ""Bundesfrauenrat"" der Grünen...
Sicher, dass das alles Frauen sind? https://t.co/AkTsWsYcWj",none
"RT @froschdomse: ""Lass das liegen Mia-Marie! Das ist Müll!""

""Das ist Müll und da ist ein Mülleimer!"" sprach die kleine Mia-Marie vor dem K…",none
@bundeswehrInfo Zum Glück bin ich da schon lange raus und muss diesen Schwachsinn nicht mehr ertragen. Es gab mal e… https://t.co/PbWylaG8V9,none
RT @Kristin_Brinker: Die Zukunft #Berlin|s wird von #Linken und #Grünen auf dem Altar kurzfristiger Wählerstimmen geopfert. #StarkeSchulden…,none
