text,label
"RT @SanjayJ07609621: गजब हो गया
अब इतने ही स्पीडवा से
जायेगा तो फेकेंद्र मोती( लाल पराठा) ही https://t.co/od97vqCFX3",none
"RT @Vivekoberoii: अगर ये रेड 2 हफ्ते पहले पड़ी होती तो कांग्रेस अपने मेनिफेस्टो मे Income tax department खत्म करने का वादा भी कर देती ।
#धू…",none
"ये वो लोग हैं जो भीक नहीं मागते,ऐसा लोग नजर आये तो कुछ खरीद लीजिये । इनकों सिर्फ दो वक्त की रोटी की ज़रूरत है कोई बहुत बड़ा आदमी नहीं बनना है।। https://t.co/jLF2gVUQN3",none
RT @Diva_Rizvi: @J_Indian3 @Twitter @TwitterIndia @TwitterIndia बेचारा इतना मजबूर और कमजोर है कि मां बहन की गाली बकने वालों की भी रिपोर्ट क…,none
"RT @BJPLive: ये कितने भी हवन करा दें, ये कितने भी जनेऊ दिखा दें, पुलिस को भगवा ड्रेस भी सिलवा दें, लेकिन भगवा में जो आतंक के दाग लगाने की इ…",hateful
इने पढ़ना लिखना थोड़ी ही आता है 😂😂😂,none
"RT @The_naaz: यह हैं मोहम्मद कैफ़ ~

जो कि हाफ़िज़ हैं और बी टेक कम्प्यूटर साइंस कर रहे हैं। कमाल यह है कि वो मवाना की एक मस्जिद मे तरावीह…",none
"RT @Bsharma7: ये है दिल्ली के बलविंदर सिंह अंकल, 84 नरसंहार में इन्होंने अपना सबकुछ खो दिया, इनकी सारी संपत्ति जल गई थी और वह सड़क पर आ गए,…",none
"RT @eralam1992: @MLArajeshSP मोदी - पाकिस्तान पर हमला करने जा रहे हैं,
सिपाही - सर ये तो खराब है
मोदी - अरे इसीलिए तो काला पेंट कराया है कि…",none
"RT @DaasJai: #WednesdayWisdom
श्री कृष्ण के मरने के बाद में गोपियों को भीलों ने लूटा और अर्जुन को भी पीटा फिर भी लोग कृष्ण को ही भगवान मान…",hateful
ऊँ श्री हरि विष्णु,none
लो जी मिल गया हिन्दू आतंकवादी 👇👇 https://t.co/gCeC5jjisI,hateful
"RT @sadashiv_sharan: बच्चा रोया तो माँ बोली सोजा नही तो 
गब्बर आ जायेगा...
बच्चा :- नही माँ
""आयेगा तो मोदी ही""",none
RT @nidhidynamic: चार चार उंगलियो से vote डालने वाला एक मात्र आदमी🤣🤣🤣 https://t.co/gmh0dpw6t5,none
"RT @drushayadav: आज गजब का उत्साह देखा वोटरों में मोदीजी के प्रति..

हर 10 में से 8 व्यक्ति सुई धागा लेकर आया था साहेब का झोला तैयार करने…",none
"RT @pargyadidi: लाहौर,मस्जिद में फटा बम कम से कम 40 मरे। 

""बमजान मुबारक""",hateful
"RT @seematri6: जो भी #कांग्रेसी प्रत्याशी यह मान रहा हो कि वह हार रहा है . . . तब #प्रियंका को बुलवाले

सिर्फ हारने से काम नही चलेगा,  जमान…",offensive
@MANOJGU45978585 Shameless hai Sabhi..,offensive
"RT @Sunnydeolsir: एक काँग्रेसी चमचा आज कह रहा था :-
वो भी क्या दिन थे जब 4 लोग साथ मे लौटा लेकर जाते और साथ बैठकर हगते हुए सुख दुख की बाते…",profanity
RT @ashutosh83B: क्या तेज बहादुर का पर्चा किसी दबाव में कैंसिल करवाया गया?क्या चुनाव आयोग कठपुतली बन गया?  ⁦@BJP4India⁩ ⁦@yadavakhilesh⁩ ⁦@…,none
"मणिशंकर की जगह सैम पित्रोदा ने पूरी कर दी . .

सेल्फगोल . . .",none
RT @harshcha: म्हारे हरियाणा के भाईयों बहनों जे संसार राखणीं है भारत की चौधर बराकर तो 10/10 में लाओ चौकीदार। #MeraVoteModiKo,none
"RT @pawanpandeysp: आठ दिन की राजनीति का पैदाइस 'निरहुआ' अपने आप को त्रिलोक का सबसे बड़ा प्रतापी बता रहा है, निरहुआ कह रहा है कि वह भगवान का…",profanity
"RT @KhannaPal: Time Time ki baat hai !

@jaavedjaaferi

सिर्फ पांच साल में मोदी जी कहां👍 से कहां👎 पहुंच गए।

सब कर्मो का फल है। https://t.c…",none
"RT @MohammadSherAl6: प्लेन को बादल में छुपवा दिया??ये आदमी पीएम होकर कैसे इतना झूठ, ऑन कैमरा बेशर्मी से बोलता है? भाई हिम्मत और बेशर्मी की…",offensive
"RT @ashu3page: Karma! 
जिस गली में आग लगते घरों को देखकर मौज लेते थे,भूल गए कि उसी गली में मेरा घर भी है. https://t.co/MBjPLqMGLa",none
"RT @JBMIS: कांग्रेस ने देश को आजादी दिलाई:- नवजोत सिंह सिद्धू

गद्दार तू 1984 भूल गया क्या??",profanity
"RT @HindiJKR: शीला दीक्षित ने दिल्ली के सीएम से कहा, ‘क्यों गलत अफवाह फैला रहे हो, कोई काम नहीं हो तो खाने पर आएं’, केजरीवाल ने दिया यह जवा…",offensive
"RT @BJPLive: कांग्रेस ने मध्य प्रदेश के किसानों से ये कह कर वोट लिया था कि 10 दिन में 2 लाख रुपये तक का कर्ज माफ़ कर देंगे। 

वो 10 दिन कब…",none
"हालत ये है कि आदमी रात मे लघुशंका के लिए भी उठ रहा है, 
तो कांग्रेस के खिलाफ तीन चार पोस्ट डालकर ही सोता है
😜🤣😂  @ShilpiSinghINC",hateful
SHUTTYUUPPPP this is cute,none
"RT @SaffronJay: बहुत तगड़ा माल फुकता है बाबा!
इस घोचु की हरकतें देखके नेताजी भी सोचता होगा,BC गुप्त दान कौन दे गया होगा?

दरसल टीपू @yadava…",offensive
"काग-रेस का 
तुरुप का पत्ता
मसूद अजहर तो गया",none
"RT @BJP4CGState: मैंने हर गरीब के दर्द को समझा है, उसके दर्द को सुना है, उसकी बीमारी को समझा और उसकी जिंदगी को जाना है, इसलिए आयुष्मान भारत…",none
"RT @JagratiGupta3: हमारे देश में हर दिन माँ का ही होता है।
हिंदुस्तान में हर इंसान के पास कम से कम 3माँ होती हैं।
जन्म देने वाली-माँ
जहां ह…",none
"RT @pankhuripathak: भाई इंडिगो वाले १० बार नाम ले कर “लास्ट कॉल लास्ट कॉल” चिल्लाए हैं और ख़ुदहै फ़्लाइट २० मिनट लेट कर दिए हैं !

मतलब पू…",none
"@sherryontopp जब कांग्रेस की सरकार थी, तब 80 रुपए  पेट्रोल थी, तो यही चीज कांग्रेस पे लागु नही होगा?",none
RT @SureshChavhanke: मेरी बात पर अमेरिका की मुहर। #श्रीलंका में हुए बम धमाके और जप्त किया हुआ गोला बारूद #SriLank को दहलाने के लिए लाये गए…,none
"#वोट_जरूर_करें

👉 क्योंकि 1776 में अमेरिका में 1 वोट ज्यादा मिलने से जर्मन भाषा के स्थान पर अंग्रेज़ी भाषा बनी, 1875 में फ्रांस में मात्र 1 वोट से राजतंत्र के स्थान पर जनतंत्र आया, 1923 में 1 वोट ज्यादा मिलने से हिटलर नाजी़ पार्टी का प्रमुख बना और तानाशाही युग की शुरुआत हुई...!",none
RT @ashok_kumarjain: अच्छी बात है तो अब कोर्ट को इसको बेज्जत बरी करे बीना टोच्चर https://t.co/1ruThHmqms,none
"@aajtak मा कसम कोई इसको 5 एकड़ का प्लॉट दिखादो, और बोलो ये भारत का झंडा है, ये उसकी फोटो लगा देगा, वैसे इसके मा बाप तो स्कॉटिश है ना....",none
"RT @atulbegwani5454: कमेन्ट मे जय श्री राम लिखते ही सिद्धू को चप्पल लगेगी खुद ट्राई करे मै ने भी किया फिर शेयर कर रहा हूँ ॥ 
.
@sherryontop…",offensive
"@narendramodi जो खुद के लिए नही गरीबो के लिए जीत है
उसी को लोग चौकिदार कहते है और येसा
केवल मोदी जी कर सकते दूसरा कोई नही
नमो नमो🙏🙏🚩🔥🇮🇳 🇮🇳",none
"@TechnicalSutta @DrKumarVishwas https://t.co/UyxfvJUllR
ये देखो मोदी जी ने मेहुल चौकसी को ""भाई"" कहा.
अब बताओ क्या ख्याल है?",offensive
"RT @JatG007: क्या खेल खेल रही है ममता😑
ये लोकतंत्र हैं इसे हिटलर तंत्र बनाया हुआ है😑
वोट के लिए कहा तक गिर सकती हैं ममता वीडियो में देखे सक…",offensive
@SanjayAzadSln @ArvindKejriwal @AtishiAAP आप वाले अब सच्चे आरोप भी लगाएंगे तो जनता झूठ समझेगी किउंकि आपियों ने झूठ बोल बोल के अपनी इमेज ही ऐसी बना ली है इसे कहते हैं अपने हाथ से अपनी कब्र खोदना ......भेड़िया आया ....भेड़िया आया वाली कहानी तो याद होगी ?,hateful
"RT @Babluku54396430: सुनती हो, कब आओगी?

तुम्हारे हिस्से का खून मच्छर पी रहे हैं😐 https://t.co/Ub83cmTi5k",offensive
"RT @yadavtejashwi: खाली मेरे चाचा पर विशेष नज़र बनाए रखिए।

प्यारे @NitishKumar चाचा,आपने अपना क्या हाल बना लिया है। शायद अब घुटन नहीं होगी…",none
"RT @BJP4India: कांग्रेस के एक बयान बहादुर, मुंहफट ने कहा कि मोदी को ऐसा छक्का मारो कि सीमा पार मरे।

कांग्रेस वालों को आपके मोदी से इतनी नफ…",hateful
"RT @Pandey__Pramod: बड़ी खबर:-

संयुक्त राष्ट्र ने मसूद अजहर को वैश्विक आतंकी घोषित किया।
अब बोलो चमचों 🤒
#मोदी_है_तो_मुमकिन_है ✌️
#DeshBol…",profanity
"RT @BJP4UP: कांग्रेस सरकार की नीयत सही होती तो वो अलवर में जो हुआ, उसे छिपाने में, दबाने में नहीं लगती।

लेकिन नहीं, इनके पास तो एक ही जवाब…",hateful
RT @yadavteju: एक जवान के आगे 56 इंच से सिकुड़ के कितना रह गए?? कोई बता सकता है क्या??,none
@ZeeNewsHindi इससे ज्यादा नहीं मिलेगा बाबा😂🤣😂🤣😂,none
"RT @Heena78440171: @aajtak #तेज़बहादुर  #मोदी जी के खिलाफ ही क्यू लड़ रहा है

.
कन्हैया के खिलाफ़ क्यू नही
.

#कन्हैया कुमार ने तो फ़ोजियो…",none
"RT @RakeshS90711255: #माँ का दिन नही होता
#माँ से ही दिन होता है❤

सब पोस्ट कर रहे है
लव यू माँ

वास्तव मे सच्चाई क्या है?

घर के चाहे माँ…",none
"@banojyotsna तुमने दी आवाज , लो मै आ गया

बादलों को छुपा कर मै अा गया

रडार को भी बादलों में छुपा कर अा गया

तुम्हारा फेकू रडार के साथ अा गया

तुमने दी आवाज , लो मै आ गया",none
RT @imHarshThakur_: इसको पप्पू नहीं तो क्या बोलेंगे https://t.co/fFF7BUDIcI,none
"RT @kuruwila: आज एक चू*या कांग्रेसी और आपीये चमचे से बात हुई। बोले जब गीदड़ की मौत आती है तो वो शहर की तरफ भागता है।
हम बोल कौन चू*या था वो…",profanity
"RT @Chatterj1Asking: कांग्रेस के “मसुद अज़हर जी “ तो गयो 
10 जनपथ मे शोक की लहर 
हाथी घायल और साईकल पंचर होने की ख़बर साथ साथ आ रही

EVM छो…",none
@adhikari_ruma सुप्रभात मेरी प्यारी बहन जी 💐🙏हर हर महादेव 🚩🙏,none
@akashbanerjee @ECISVEEP क्योंकि अब ये टी एन शेषन वाला चुनाव आयोग नही जिसके समय राजनीतिक पार्टियां धींगा मुश्ती करने की सोच भी नही सकतीं थी। अब तो चुनाव आयोग के संज्ञान में लाने वाले को साबित करने की भी जिम्मेदारी नही तो जेल।,none
सब मिलकर प्रेम से बोलो :- नाईस पिक्चर https://t.co/NUqkPPhcbx,none
"RT @INCBundelkhand: नहीं झुके ये शीश तुम्हारा 
ये वादा हमारा है , 
खुद्दारी का सम्मान हो , 
हर संकट में साथ हमारा है । 
#NyayForMazdoor htt…",none
"RT @Jekki_KHaN_786: दिल्ली के चुनाव आये तो 1984 दंगो में

सिखों का कत्लेआम याद दिलवा दिया,

लेकिन 2002 गुजरात दंगों में मुस्लिमों का

कत्ले…",hateful
@sherryontopp आप खुद टरर् टर्र कर अपने को देशद्रोही साबित कर रहें हैं,offensive
कांग्रेस MC नेर चौक में करेगी सर्जिकल स्ट्राइक- BJP चेयरमैन &amp; वाईस चैयरमैन की होगी छुट्टी। कांग्रेस लायेगी अविश्वास प्रस्ताव- Advance News Himachal Buero https://t.co/OxqNPqfBkR,none
"RT @aajtak: गुजरात कांग्रेस के नेता शंकर सिंह वाघेला ने बड़ा बयान दिया है
#LokSabhaElections2019
https://t.co/4HmKIUMTqP",none
"RT @rukasa007: महाराष्ट्र राज्य मानवाधिकार आयोग, को भेजी गई शिकायत यह शिकायत कैप्टन नितिन दात्रे जोशी ने की थी

ले.कर्नल पुरोहित प्रसाद श्…",none
पप्पू लाल  इस लिए हाथ दिखा रहा है वह जानता है फिर एक बार हाथ से सता गई,offensive
"RT @RSFBLB: मैं मतदान करके कमरे से जेसे ही बाहर निकला लाइन में खड़े मेरे  मित्र ने पूछा... वोट डाल दिया ? 

मैने कहा:- हां.. मैंने अपना वोट…",none
@republic पप्पू का जीजा पगलेट,offensive
@RoyalThakurain हा मुझे पता है😂😂,none
"@girirajsinghbjp यहाँ सहिष्णु,अहिंसक,सर्व धर्म समभाव हिंदू हैं...हमारी विनम्रता को कमजोरी समझा गया| और कुछ स्वार्थी राजनीतिज्ञ जिस थाली में खाते हैं उसी में छेद कर रहे हैं....जितनी उदारता यहाँ है विश्व में और कहीं नहीं मिलेगी |",hateful
"@aajtak मोदी भक्त आज इतने खुश हैं,जैसे इनकी अम्मा के लोंडा हुआ हो.🤣🤣🤣🤣",offensive
3/120 is most. Yeh maths sirf sindh k schools main he ho sakta hai. 😁,none
"Me khoobsurati me kisi se pichey nhi hun
Mery sath masail sirf zuban k hain 😉",none
@UP_Silk @sdPachauri1 @narendramodi @Ratnadeepsharm4 @Deepika81682230 @01_djbhatt @0309swati @12shrikar @15705f3fcdbc4d7 @143shivamkumar @15abhilash यस वोट करों,none
"RT @NuhCongress_SC: हरियाणा के गुरूग्राम लोकसभा क्षेत्र में चार मई को गरजेंगे राहुल_गाँधी : @CaptAjayYadav

#LokSabhaElections #Vote4Congre…",none
RT @BJP4India: इनको अगर जरा भी मौका मिला तो ये देश की रक्षा -सुरक्षा को खतरे में डाल देंगे और देश सुरक्षित नहीं होगा तो विकसित नहीं होगा:…,none
@laluprasadrjd हा तो एक बात बताओ 5 साल के अंदर न कोई दंगा हुआ नही कोई देश के अंदर कोई बम विस्फोट हुआ भाई लोग असलियत यही की यही लोग जातिवाद के नाम पर जहर उगलेंगे और  जितने भी मुसलमान भाई है 2004 और 2004 के बाद में बिहार में अंतर देख तब किसी को सपोर्ट करो ये सब सिर्फ आपलोगो को वोट बैंक समझते है,none
"RT @mithleshkumarmi: शरीर से प्रेम है तो व्यायाम करें, 
  आत्मा से प्रेम है तो ध्यान करें, 
देश से प्रेम है तो मतदान अवश्य करें। 

       🙏…",none
"RT @narendramodi_in: यहां राजस्थान में कांग्रेस की सरकार बनी।

अब यहां पर किस तरह के सवाल उठ रहे हैं-

10 दिन हो गए, 100 दिन हो गए, कर्जमा…",none
"RT @satishchoubey7: UN द्वारा मसूद अजहर को ग्लोबल आतंकी घोषित करने के खिलाफ कांंग्रेस जा सकती है निर्वाचन आयोग, ये आचार संहिता के उल्लंघन…",none
"आदरणीय बाबा जी,चरण स्पर्श, हमारे कॉलोनी रुस्तमपुर की सड़क बनवाने की कृपा करें। विगत 10 वर्षों से गड्ढा युक्त है यह रोड। कृपया गड्ढा युक्त सड़क से नागरिकों को मुक्ति दिलाएं।🙏🙏🙏🙏🙏",none
@maanshart @bjp_ka1_virodhi @manakgupta Sare (tumlog bi) brastachari jailme,profanity
RT @ReallySwara: पूर्वी दिल्ली आज दिल्ली की बेटी आतिशी को अपना एक एक वोट देकर विजयी बनाएँ! यह काम की राजनीति करेंगी नाम की नहीं! Good luck…,none
"ना आमिर औन ना सलमान-शाहरुख, करीना कपूर को ने बताया इस अभिनेता को सबसे बड़ा खान https://t.co/6mEZHEu0ia",none
"RT @CallGirlSonam: 💝💦तुम्हे ना देख कर कब तक🤔 सब्र करूँ.,. 😓
आँखे तो बँद 🙈कर लूँ ,पर इस दिल ❤का क्या करूँ..!! 😍🤔
      https://t.co/kO0GzbnZ…",none
"RT @shuklapinku: थमते थमते थमेंगे आँसू , 

रोना है , कोई हंसी नहीं हैं!!!",none
@RabriDeviRJD चारा चोरनी का शाप भी लगता है क्या? https://t.co/88I6xSWRDO,none
Sant Shri Asaram Bapu Ji बताते हैं गर्मियों में अपने स्वास्थ्य की रक्षा करने हेतु क्या करें -यदि गर्मियों में सिर में दर्द बना रहता है तो मुल्तानी मिट्टी से स्नान करें फायदा होगा #SummerHealthTipsByBapuji,none
"RT @anuragtamrakar6: पहले बीबी बनाया।
फिर अम्मी बनाया, 
फिर अम्मी को बीबी बनाया।
फिर बीबी को भाभी बनाया, 
फिर भाभी को बीबी बनाया 
बहोत कन्फ…",none
@BBCHindi बस करो गावस्कर 😆😆 अब वेंगसरकर को भी खेलने दो । गजब हो यार बीबीसी तुम भी टोटल बीसी हो गए हो क्या 😜😜 अब इसमें भी मोदी खोज ही लिए 😁😁 अब और कंहा कंहा और मोदी जी का दोष और हाथ पांव बताओगे बाबा जी लोग 🙄🙄,profanity
"@AshrafFem बेगुनाह कन्हैया पर राष्ट्रद्रोह तो मोदी पर कयों नही विदेश से
घोषित हुए देश को बांटने वाले प्रमुख Chief

कया मोदी भी जेल जायेगा",offensive
RT @insa_jagriti: #SpiritualSunday12thMay @derasachasauda @Gurmeetramrahim इंसान जब सत्संग में आता है तो उसके बुरे कर्म ख़त्म होते चले जाते…,none
@AsianBabes123 भेनचो ... क्या मस्त पपीते हैं,profanity
Khuaf-e-khuda dekhna ha to musalman ka dekho jo rozay me wuzu ka pani moo me le kr b nahi peeta ♥,none
"@AkhileshPSingh तुम ससुर बुड़बक ही रहोगे ,अरे उ जहाज़वा है न उ बादलवा में छुप जाएगा तो कैसे दिखेगा 

        बुड़बक",none
केजरी सरजी ने भले 18 टिकट ही बेचे लेकिन 6 करोड़ से एक ढेला कम नहीं किया. उसूलों का पक्के इंसान हैं 👍,none
@Physicsgaurav Ye sale pde likhe chutiya hai 😜🤘,profanity
"RT @The_Hot_Summer: फ़िर भी बोलते हैं मोदी ने क्या किया!🙄
जिनको अभी भी नहीं समझ आया वो 23 मई का इंतज़ार करें!
अभी तो ट्रेलर था, फ़िल्म तो अ…",none
"RT @RakeshT73827202: फर्जी बाबा हो,प्रमोद!
ऐसे ही रोते बिलखते रहोगे!
यह मेरा शाप है😠 https://t.co/UeS3TQgipI",offensive
"RT @TheFauxyHindi: केजरीवाल की अगली रैली के लिए अलग तरह का बंदोबस्त, थप्पड़ मारना होगा मुशकिल
https://t.co/9fzVTn2Pq8",offensive
"RT @agrey_sangita: कुछ चमचें Twitter पर तमंचे और
     बंदूक लिए फोटो डालते हैं
             🙄🙄🙄
ये वहीं चमचें हैं जो पूछते हैं चच्चा
 ये 🐕…",hateful
"Breaking News

बीबीसी और इंडिया टुडे द्वारा कराए गए ताज़ा  राष्ट्रीय एग्जिट पोल के मुताबिक:

कांग्रेस को  
300 सीटे आ रही हैं ! 

40 लोकसभा से 
और 

260 गुप्ता टेंट हाउस से !",hateful
@ReallySwara @digvijaya_28 @INCIndia @RahulGandhi दिग्विजय जी की उंगली तुम्हारी उंगली से कितनी ज्यादा मजबूत है उसका अंदाज़ तो तुम को अब तक लग ही गया होगा,none
RT @ShatruganSinha: उपयोग कर एक मजबूत सरकार बनाने में अपना पूर्ण योगदान दें। चूंकि वर्तमान की केंद्र सरकार 'वन मैन शो' और 'टू मैन आर्मी' मा…,none
RT @RJDforIndia: Breaking: मोदी जी ने वायुसेना लड़ाकों को महत्वपूर्ण सलाह यह दी थी कि बादलों के नीचे से बम वर्षा की जाए। बादलों के ऊपर से ब…,none
"RT @ParmarA03: चलो चले माँ!सपनों के गाँव में,
काँटों से दूर कहीं, फूलों की छाँव में,
चलो चले माँ...

हो रहे इशारे रेशमी घटाओं में,
चलो चले…",none
"RT @ZeeNewsHindi: #Exclusive: भ्रष्टाचार के खिलाफ थी मेरी लड़ाई, मुझे ही देशद्रोही बना दिया गया- #TejBahadurYadav 

#AbkiBaarKiskiSarkar

h…",none
"@ArvindKejriwal ये विडियो किसी ने भेजा है और #हरियाणा के फरीदाबाद का होने का दावा किया है| इससे क्या फर्क पड़ता है कि ये कब का और कहाँ का है? लेकिन हैरान और दुखी हूँ ये देखकर कि सिस्टम कई बार कितना #नपुंसक हो जाता है? ये नीच #हरकत है🤔
#लोकसभाचुनाव2019
 https://t.co/qh1JO4bBRJ",none
"RT @abhibajpai09: बचपन में मैं आम के खेत में आम चोरी करके बादल के पीछे छुप जाता था, माली का राडार मुझे पकड़ नहीं पाता था। 😂 

#EntireCloudS…",none
"RT @Rocking_Naina: बनारस में 90 नामांकन रद्द किए गए हैं। 

चुनाव आयोग ने भी सिद्ध कर दिया है कि वो चुनाव आयोग नहीं मोदी आयोग है।

चुनाव आयु…",offensive
RT @DrGPradhan: .@RahulGandhi को कम मत समझो भक्तों ये भूतों से भी बात करते है https://t.co/MATQ7VAbLX,none
"RT @Krishan71309907: #HappyMothersDay2019
 मां और बच्चे दोनों को अपना जीवन जन्म सफल बनाने के लिए संत जो तत्वदर्शी हो उसकी खोज कर उनसे सतभक्…",none
"RT @Anant_kmc: देश को सुरक्षित बनाने के लिए ,किसानों की आय दोगुनी करने के लिए, समाज में फैली असमानता को दूर करने के लिए; गरीब, दलित, पीड़ित…",none
सही कहा डिअर pm,none
"RT @003Gayatri: अब समझ में आया दाल खराब यादव ने जो ड्रामा किया था वो सिर्फ एक ड्रामा था,,टिकट के लिए 
हद है तुम लोगो की यार
@tweetofkt",none
RT @BrajmohanMalv11: हर धर्म माँ की अपार महिमा का यशोगान करता है।हिन्दू धर्म मे देवियो को माँ कहा गया है।मुस्लिम धर्म मे भी माँ को पवित्र…,none
"RT @Vyangyabaazi: देशभर मे बनाई गयी 100 स्मार्ट सिटी के सारे वोट बीजेपी को जरूर मिलेग

ये सब #बुलेट ट्रेन मे चलने वाले लोग है",none
"RT @ModifiedDev: मोदी जी तृतीय श्रेणी में मेरा टिकट था मेट्रो रुक गई रास्ते में  ट्रेन छूट गई
और कल वोट है बाथरूम के पास खड़ा हू मुझे सर्जि…",none
"वोट जरूर दें...✌
चाहे बीजेपी को, चाहे कमल को, चाहे मोदीजी को...
पर मतदान जरूर करें..!!
@RahulGandhi 
@ArvindKejriwal 
@MamataOfficial",none
"@HarishKhuranna @ArvindKejriwal ओ ओ

आपने कंजरीवाल को केजरीवाल लिख दिया ।",offensive
"RT @yogrishiramdev: कम्युनिस्टों,ईसाइयों व मुगलों ने अपने राज्य विस्तार के लिए न्याय व कानून के नाम पर 50  करोड़ निर्दोष लोगों का कत्ल किया…",hateful
"narendramodi_in: उन्होंने देश के लोगों के साथ विश्वासघात किया, देश की उम्मीदों को तोड़ा और ताल ठोक कर कहते रहे- हुआ तो हुआ।

जब राष्ट्रहित के बजाय, सिर्फ अपने परिवार का हित सर्वोपरि होता है, तो यही अहंकार, यही घमंड बोलता है- हुआ तो हुआ: PM narendramodi",none
@ShubhamK_45 @mipaltan Dekhte hai,none
@ArvindKejriwal Backchodi से राजनीती नही चलती कुछ कर्ना भी पड़ता है।,offensive
"RT @AKTKadmin: @ReallySwara @digvijaya_28 @INCIndia @RahulGandhi जन्नत में एक हूर हर झूठ बोलने पे पैदा होती है, बस इस ट्वीट से 4 हूरें (उचि…",none
RT @Dr_Uditraj: मोदी जी पैदा हुए सामान्य वर्ग में CM बने तो पिछड़ा वर्ग में शामिल हो गए&amp;अब अति पिछड़ा हो गए हैं।अब देखना है दलित कब बनते…,offensive
"@varnishant 2/2 
भारत में पैदा हुआ है, अगर कहीं और होता तो अभी तक पागल कुत्ता घोषित कर गोली मार देते । हमें तो तेरे परिवार पर तरस आता है वो 24*7 कैसे झेलते होंगें तभी तू रात के 11 बजे तक टैक्सियों मे घुमता रहता है । अब तो बस 23 मई का इंतजार है कि तेरा भद्दा चेहरा और कितना भद्दा हो सकता है।👹",offensive
"23 मई को परिणाम देखकर अपना सिर पटक रहे पगले की पीठ पर दोहत्थड़ जमाकर ठहाका लगाते हुए पितरऊदा कहेगा...
...हुआ सो हुआ😊",none
"@saurabhtop @goairlinesindia चलो कम से कम reply तो दिया!

एक हमरा लोकल टमटम वाला है..
-- 3 की जगह 5 बिठाता है,
-- अंदर बेठो या बाहर लटको पैसा बराबर लेता है
-- बोला ट्राफिक वाले को भी पैसा देना होता है

और कल जब एक बगल वाले के सिर में छत लगी तो उसने कहा भैय्या धीरे चलाओ तो बोला,""गर्मी में हवा की मौज लो""!",none
"RT @sir_jenishpatel: दिल्ली का महाठग @ArvindKejriwal
ने पहले झठे पर्च छपवाकर गौतम गंभीर को बदनाम करने की कोशिश की लेकिन गंभीर ने चैलेंज देक…",none
"#WednesdayWisdom
ब्रह्मा विष्णु महेश अजर अमर नहीं है यह स्वयं पुनरावृत्ति में है अर्थात इनकी भी जन्म और मृत्यु होती है। 
प्रमाण सहित जानने के लिए अवश्य देखें ईश्वर टीवी रात्रि 8:30 बजे https://t.co/uvVcgsJoj6",none
"RT @YTaleli: बहकावे में कभी न आना। सोच-समझ कर बटन दबाना .
अगर आप ने अपने मत का उपयोग नही किया है ,
तो आप का कोई अधिकार भी नही है , सवाल कर…",none
"RT @RitikaPiyush: #वेद_मेरा_भेद_है
परमात्मा प्रत्येक युग में प्रारम्भ में प्रकट होकर अपना तत्वज्ञान प्रकट करके चले जाते हैं - ऋग्वेद मण्डल…",none
RT @_Rakshanda_: फेंकू ने 23 मई को हिमालय जाने के लिए अपने कटोरे को साफ कर लिया है अब देखना ये है कि कितने भक्त इनके नई पारी में इनके साथ…,offensive
RT @RajkumaarPandey: देश के नव निर्माण में अथक परिश्रम करके अपना अमूल्य योगदान देने वाले समस्त कर्तव्यनिष्ठ श्रमिक बन्धुओं और बहनों को अंत…,none
@NakuulMehta Kya baaaat hai 🌟🌟🌟👏🏻👏🏻👏🏻👏🏻,none
"RT @Rajendr76194898: हे बुड़बक नही कहिये हम जनता लोगन को....
बुड़बक तो आप है, नवीन फेल बउवा के लऊवा. ..
हम हूँ जनता लोगन का भी सुनलिया करो…",none
RT @MLMANDOWARA: आज़मगढ़ से जिस तरह की खबर आ रही है अगर यही ट्रेंड शाम तक रह गया तो निरहुआ कम से कम डेढ़ लाख वोटों से चुनाव जीत जाएगा,none
"RT @VIJAY10008: चलो नफरत पर एक चोट करें

चलो ""आप"" को वोट करें

#VoteForJhadu 🔥🔥",none
"मोदी को हटाने के लिए सब महागठबंधन करके एक हो गये,
लेकिन 370 हटाने के लिए एक भी नेता ने मुँह नही खोला...

देश बड़ा या पार्टी..?
लादेन की लाश का कोई अता-पता नही पर, अमेरिका के लोगों ने सबुत नही माँगा 
क्योंकि..
वहां, हमारे जैसै जयचन्द नही रहते!!",none
RT @advmonikaarora: जब दुशासन द्रौपदी का चीर हरण कर रहा था तब भीष्म पितामह ने #NOTA का उपयोग किया। उन्होंने कहा मैं तटस्थ हूँ। न मैं दुशासन…,none
@kaushikn73 @bjplao @aajtak बकलोलवा के पास कॉमर्शियल पायलट का लाईसेंस है ये मत भूलो,none
@KailashOnline आप केंद्र में बैठकर कीर्तन कर रहे हैं ।।,none
@Kiranja34522516 @ZeeNewsHindi @MehboobaMufti अब इस कुत्तिया में क्या बचा है,profanity
RT @AkshayMarathe: ये आदमी अपने आप को भगवान नहीं समझता ये बहुत बड़ी बात है। https://t.co/8YTCzouhWw,none
"लो, यह अब जाग गये!",none
"RT @AazimSaifi7451: जरूर इसे युगांडा की कानूनी धाराओं के तहत भेजा होगा जेल, बिना कानून तोड़े इंडिया मे तो नहीं है जेल का प्रावधान 🙂

@sarda…",none
"Nobody :

Samina peerzada :
Kbhi choty hoty Cheri roza raka hai https://t.co/p6dxc6NBIx",none
"RT @Dr_Uditraj: आज मुस्लिम समाज हिन्दू कालोनियों में किराये पर मकान नहीं ले पा रहा है , वैसा ही दलित के साथ भी हो रहा है |

देश की इतनी ब…",hateful
